ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0098534	centriole assembly	18/4549	51/18860	0.352941176470588	1.4632821693197	1.86779895527888	0.0482860176131934	0.141389872705176	0.0977920809375049	BRCA1/CCDC15/CCDC78/CDK2/CEP152/CEP72/CEP76/CEP85/KAT2A/KAT2B/MCIDAS/NUP62/PLK4/PPP1R35/SASS6/STIL/WDR62/WDR90	18
BP	GO:0035264	multicellular organism growth	53/4549	178/18860	0.297752808988764	1.23447306606465	1.77204027194494	0.0484524913435536	0.141811622417747	0.0980837834564904	ADARB1/ADRB1/ADRB2/APBA2/AR/ATF5/CACNA2D2/CDKN1C/COL3A1/CSF1/DNAAF3/DRD2/EN1/ETNK2/FLVCR1/GALNT3/GAMT/GINS3/GRHL2/HEG1/HMGA2/HOXA5/KAT2A/KLF2/MFSD2A/NDUFS6/NPPC/NPY1R/PALB2/PKDCC/PLAG1/PPP1R13L/PRICKLE1/RARA/RARG/RMI1/SCNN1B/SGPL1/SIX3/SLC25A25/SMO/SMPD3/SOCS2/SPTBN2/STAT5A/STC2/STIL/SUV39H1/TARBP2/TBL1XR1/TNS2/VIL1/XRCC2	53
BP	GO:0032200	telomere organization	57/4549	193/18860	0.295336787564767	1.22445632303177	1.76707727888988	0.0485108024294237	0.141916555810893	0.0981563604712316	ACTL6A/ATR/AURKB/BLM/BRCA2/CCNE1/CCNE2/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CDK2/DKC1/DNA2/EXO1/FEN1/H3C1/H3C10/H3C11/H3C12/H3C2/H3C3/H3C6/H3C7/H3C8/H4C1/H4C11/H4C12/H4C2/H4C3/H4C4/H4C5/H4C8/H4C9/INO80B/KLF4/LTO1/MAD2L2/NABP2/NAT10/NEK2/NEK7/PARP1/PCNA/PIF1/PKIB/PRKCQ/PRKDC/RAD51/RECQL4/RPA3/RUVBL1/SMC6/TCP1/XRCC3	57
BP	GO:0021675	nerve development	31/4549	97/18860	0.319587628865979	1.32499949008845	1.80925472398942	0.0485954855105944	0.142098506682761	0.0982822065028315	ACKR3/ADARB1/B4GALNT1/BDNF/CITED2/CNGB1/EDN1/EDNRA/EGR2/EPHB1/EPHB2/FBXO45/GABRA5/HES1/HOXA1/HOXB3/HOXD3/ISL1/NGFR/NRP1/NRTN/NTF4/SALL1/SEMA3F/SERPINE2/SIX1/SIX4/SULF1/SULF2/TBX1/TFAP2A	31
BP	GO:0007611	learning or memory	81/4549	284/18860	0.285211267605634	1.18247626006644	1.74691489539032	0.0486622332181216	0.142227868503844	0.0983716794009645	AGER/ARC/ARL6IP5/ASIC1/ATP1A2/ATP8A1/B2M/B4GALT2/BRSK1/BTBD9/BTG2/C1QL1/CALB1/CAMK2N1/CLDN5/CNTNAP2/CPEB3/DKK1/DRD2/EGFR/EIF4A3/EN1/EPHB2/FEN1/FOS/FOXO6/FYN/FZD9/GABRA5/GALR2/GATM/GPI/GRIA1/ITGA8/JPH3/JPH4/KAT2A/KAT2B/KCNAB1/KCNK2/KLK8/LDLR/LILRB2/LRRN4/MAPK8IP2/MDK/MEF2C/MME/NEDD9/NPTX2/NRGN/NTF4/NTRK2/OPRK1/PAK5/PAK6/PDE1B/PDE8B/PIANP/PLN/POMK/PPP1R1B/PTPRZ1/RAG1/RAPGEF3/RASGRF1/RCAN1/RCAN2/SHANK2/SHANK3/SLC1A1/SLC6A4/SLC7A11/STRA6/THRA/TLR2/TPBG/TREM2/TUBA1A/VDAC3/ZNF385A	81
BP	GO:0010632	regulation of epithelial cell migration	24/4549	72/18860	0.333333333333333	1.3819887154686	1.83087550201499	0.0487753071751711	0.142426601682027	0.0985091328880779	BMPR2/CTSH/ENPP2/EPB41L5/EPPK1/FGF7/GLIPR2/HBEGF/IQSEC1/ITGA2/JUN/MACF1/MAPRE2/MARVELD3/MMP9/PFN2/PRKCE/PTPRG/SASH1/SOX9/TACSTD2/TGFB2/TGFBR2/VIL1	24
BP	GO:0045600	positive regulation of fat cell differentiation	24/4549	72/18860	0.333333333333333	1.3819887154686	1.83087550201499	0.0487753071751711	0.142426601682027	0.0985091328880779	AXIN2/BMP2/BMP7/CARM1/CMKLR1/FFAR4/FRZB/HTR2C/ID2/KLF5/LMO3/LPL/MEDAG/PPARG/RARRES2/SFRP2/SIX1/SNAI2/WIF1/WNT5B/ZBTB16/ZBTB7C/ZFP36/ZNF385A	24
BP	GO:0042446	hormone biosynthetic process	22/4549	65/18860	0.338461538461538	1.40325008032196	1.83608289056199	0.0491215383018698	0.143305171066258	0.0991167940075635	ADM/AKR1B15/BMP2/BMP5/BMP6/CACNA1H/CLCN2/DAB2/DHRS11/DIO2/DUOX1/DUOX2/EGR1/HSD17B1/HSD17B11/HSD17B6/LHB/NR5A2/PDE8B/SRD5A1/STC2/TG	22
BP	GO:0098900	regulation of action potential	22/4549	65/18860	0.338461538461538	1.40325008032196	1.83608289056199	0.0491215383018698	0.143305171066258	0.0991167940075635	ANK2/ATP2A2/CACNA1C/CACNA2D1/CASQ2/CAV1/CD36/DLG1/DSC2/DSG2/DSP/FGF12/GJA5/HCN3/JUP/KCNK3/PKP2/RNF207/RYR2/SLC4A3/TBX18/TRPA1	22
BP	GO:0008277	regulation of G protein-coupled receptor signaling pathway	50/4549	167/18860	0.29940119760479	1.24130722946282	1.76592141736572	0.0493897694180551	0.144021205792658	0.0996120382890558	ADA/ADCYAP1/ADM/ADRB2/APELA/APLN/APLNR/ARRB1/ARRB2/ARRDC3/C3/CAV2/CHGA/DRD2/EDN1/GAS2L2/GNAI2/GNG4/GNG7/GPER1/GPR158/GPRASP1/GRK5/KCTD12/KLK6/LRRK2/MGLL/MRAP2/NECAB2/PDE2A/PDE3B/PDE4A/PDE4D/PHF24/PLEK/POMC/RAMP2/RAMP3/RGS16/RGS18/RGS2/RGS20/RGS3/RGS5/RPH3AL/SH2B3/SLIT2/SLIT3/STMN1/TREM2	50
CC	GO:0031012	extracellular matrix	219/4818	496/19944	0.441532258064516	1.82771260997067	10.5353636640535	4.32222998645211e-23	2.2382808218318e-20	1.85810144008007e-20	A2M/ABI3BP/ADAM11/ADAMDEC1/ADAMTS1/ADAMTS12/ADAMTS13/ADAMTS14/ADAMTS17/ADAMTS18/ADAMTS20/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/ADAMTSL5/AHSG/ALPL/AMTN/ANG/ANGPT1/ANGPTL1/ANOS1/ANXA6/ANXA8/BCAN/BMPER/C17orf58/C1QA/C1QB/C1QC/C6orf15/CASK/CCBE1/CCN1/CCN2/CCN4/CCN5/CCN6/CD151/CDH2/CILP/CLC/CLEC14A/CLEC3B/CLIC3/COCH/COL10A1/COL11A1/COL11A2/COL13A1/COL14A1/COL16A1/COL17A1/COL1A1/COL1A2/COL22A1/COL24A1/COL27A1/COL2A1/COL3A1/COL4A3/COL4A4/COL4A5/COL4A6/COL5A1/COL5A2/COL6A5/COL6A6/COL7A1/COL9A2/COL9A3/COLEC12/CPA3/CRISPLD2/CSTB/CTHRC1/CTSD/CTSG/CTSH/CTSS/CXCL12/DCN/DLG1/DMBT1/DPT/ECM2/EFEMP1/EGFL7/ELN/EMILIN2/EMILIN3/ENTPD2/EPYC/F12/F13A1/FBLN5/FBN2/FCN1/FCN3/FGG/FGL2/FLRT3/FREM1/GDF10/GPC1/GREM1/HAPLN1/HAPLN3/HMCN1/ICAM1/INHBE/ITGB4/ITIH5/L1CAM/LAD1/LAMA1/LAMA2/LAMA4/LAMB2/LAMB3/LAMC2/LAMC3/LGALS3/LGALS4/LOXL1/LOXL2/LTBP2/LTBP4/MATN3/MDK/MFAP2/MFAP4/MGP/MMP1/MMP10/MMP11/MMP12/MMP13/MMP14/MMP17/MMP19/MMP24/MMP25/MMP28/MMP3/MMP7/MMP9/MMRN1/MMRN2/MUC2/MUC4/MXRA5/NDNF/NPNT/NTN1/NTN4/OGN/P3H1/PDGFB/PF4/PI3/PLOD1/PLOD2/PODN/PODNL1/POSTN/PRELP/PRG4/PRSS1/PRSS2/PTPRZ1/PTX3/RARRES2/RELL2/S100A4/S100A7/S100A9/SBSPON/SEMA3B/SERPINA1/SERPINB12/SERPINB6/SERPINE2/SERPING1/SERPINH1/SFRP2/SLPI/SNED1/SPN/SPOCK1/SPOCK2/SPOCK3/SPON1/SRGN/SRPX/SRPX2/SSC5D/SULF1/TGFB2/TGM2/THBS1/THBS2/TIMP2/TIMP3/TNC/TNXB/TPSAB1/TPSB2/VCAN/VWF/WNT2/WNT3/WNT5A/WNT5B/WNT6/WNT7A/ZP3	219
CC	GO:0030312	external encapsulating structure	219/4818	497/19944	0.440643863179074	1.82403511980977	10.4993932691069	5.91355567194662e-23	2.2382808218318e-20	1.85810144008007e-20	A2M/ABI3BP/ADAM11/ADAMDEC1/ADAMTS1/ADAMTS12/ADAMTS13/ADAMTS14/ADAMTS17/ADAMTS18/ADAMTS20/ADAMTS8/ADAMTS9/ADAMTSL2/ADAMTSL3/ADAMTSL4/ADAMTSL5/AHSG/ALPL/AMTN/ANG/ANGPT1/ANGPTL1/ANOS1/ANXA6/ANXA8/BCAN/BMPER/C17orf58/C1QA/C1QB/C1QC/C6orf15/CASK/CCBE1/CCN1/CCN2/CCN4/CCN5/CCN6/CD151/CDH2/CILP/CLC/CLEC14A/CLEC3B/CLIC3/COCH/COL10A1/COL11A1/COL11A2/COL13A1/COL14A1/COL16A1/COL17A1/COL1A1/COL1A2/COL22A1/COL24A1/COL27A1/COL2A1/COL3A1/COL4A3/COL4A4/COL4A5/COL4A6/COL5A1/COL5A2/COL6A5/COL6A6/COL7A1/COL9A2/COL9A3/COLEC12/CPA3/CRISPLD2/CSTB/CTHRC1/CTSD/CTSG/CTSH/CTSS/CXCL12/DCN/DLG1/DMBT1/DPT/ECM2/EFEMP1/EGFL7/ELN/EMILIN2/EMILIN3/ENTPD2/EPYC/F12/F13A1/FBLN5/FBN2/FCN1/FCN3/FGG/FGL2/FLRT3/FREM1/GDF10/GPC1/GREM1/HAPLN1/HAPLN3/HMCN1/ICAM1/INHBE/ITGB4/ITIH5/L1CAM/LAD1/LAMA1/LAMA2/LAMA4/LAMB2/LAMB3/LAMC2/LAMC3/LGALS3/LGALS4/LOXL1/LOXL2/LTBP2/LTBP4/MATN3/MDK/MFAP2/MFAP4/MGP/MMP1/MMP10/MMP11/MMP12/MMP13/MMP14/MMP17/MMP19/MMP24/MMP25/MMP28/MMP3/MMP7/MMP9/MMRN1/MMRN2/MUC2/MUC4/MXRA5/NDNF/NPNT/NTN1/NTN4/OGN/P3H1/PDGFB/PF4/PI3/PLOD1/PLOD2/PODN/PODNL1/POSTN/PRELP/PRG4/PRSS1/PRSS2/PTPRZ1/PTX3/RARRES2/RELL2/S100A4/S100A7/S100A9/SBSPON/SEMA3B/SERPINA1/SERPINB12/SERPINB6/SERPINE2/SERPING1/SERPINH1/SFRP2/SLPI/SNED1/SPN/SPOCK1/SPOCK2/SPOCK3/SPON1/SRGN/SRPX/SRPX2/SSC5D/SULF1/TGFB2/TGM2/THBS1/THBS2/TIMP2/TIMP3/TNC/TNXB/TPSAB1/TPSB2/VCAN/VWF/WNT2/WNT3/WNT5A/WNT5B/WNT6/WNT7A/ZP3	219
CC	GO:0001533	cornified envelope	41/4818	60/19944	0.683333333333333	2.82864259028643	8.00606612795438	5.75337434373496e-13	1.45176812606912e-10	1.20518052042448e-10	CASP14/CNFN/CST6/CSTA/CYSRT1/DSC1/DSC2/DSC3/DSG1/DSG2/DSG3/DSP/HSPB1/IVL/JUP/KLK6/KRT10/KRT14/KRT16/KRT17/KRT75/KRT77/PI3/PKP1/PKP2/PKP3/RPTN/SCEL/SERPINB12/SERPINB2/SERPINB5/SPRR1A/SPRR1B/SPRR2A/SPRR2B/SPRR2D/SPRR2E/SPRR2F/SPRR2G/SPRR3/TCHH	41
CC	GO:0016324	apical plasma membrane	161/4818	425/19944	0.378823529411765	1.56813127243425	6.68160769517553	1.37137681954776e-10	2.59533063099413e-08	2.15450516123687e-08	ABCB1/ABCC1/ABCC2/ABCC5/ABCG2/ACY3/ADRB2/AGER/AMN/ANK2/AQP1/AQP5/ASPM/ATP12A/ATP1B2/ATP1B3/ATP4A/ATP6V0D2/BMPR2/CA12/CA4/CAV1/CD300LG/CD34/CD36/CD9/CDH2/CEACAM6/CEACAM7/CFAP126/CFTR/CLCA4/CLDN1/CLDND1/CLIC5/CYBRD1/DDR2/DLG1/DLL1/DPP4/DSG1/DSG2/DUOX1/DUOX2/ECRG4/EMP2/ENPEP/F2RL2/FAT1/FOLR1/FRMD6/FZD6/GABRP/GJB6/GPIHBP1/GPR143/HPN/HVCN1/HYAL2/IGFBP2/IL10RA/IL6R/ITLN1/JAG1/KCNK1/KCNK2/KCNQ1/KL/LMO7/LRP2/LRRC15/MAL/MLC1/MPDZ/MTCL1/MUC1/MUC20/MYO7A/NHS/NOD1/OCLN/P2RY1/PALM2AKAP2/PARD3/PARD3B/PARD6B/PARD6G/PDE4D/PLD1/PLLP/PODXL/PRKCZ/PRKG2/PROM2/PTH1R/PTPRH/PTPRO/RAB17/RAB27A/RAPGEF2/RHCG/RIPOR2/SAPCD2/SCNN1B/SCNN1D/SCNN1G/SHANK2/SHROOM3/SHROOM4/SLC15A1/SLC15A2/SLC16A1/SLC16A8/SLC19A1/SLC1A1/SLC20A2/SLC22A1/SLC22A3/SLC22A4/SLC26A6/SLC26A9/SLC28A3/SLC29A4/SLC2A1/SLC2A5/SLC34A2/SLC38A1/SLC39A6/SLC39A8/SLC3A2/SLC44A4/SLC47A2/SLC4A11/SLC52A3/SLC5A12/SLC5A6/SLC5A8/SLC6A14/SLC6A20/SLC6A8/SLC7A1/SLC7A11/SLC7A5/SLC7A8/SLC9A2/SLC9A3/SLC9A4/SLCO2B1/SORBS2/SPEF1/SPTBN2/STK26/TEK/TF/TRPA1/TRPV4/UPK1A/UPK1B/UPK2/VANGL2/ZMYND10	161
CC	GO:0070820	tertiary granule	76/4818	164/19944	0.463414634146341	1.91829420162197	6.66434109210892	4.28411945146498e-10	6.48615684951798e-08	5.38446171057809e-08	ADGRE3/ALDOA/ALDOC/ANO6/ASAH1/ATAD3B/ATP11A/B2M/CAMP/CD177/CD33/CD47/CD53/CD55/CD93/CHIT1/CHRNB4/CLEC12A/CR1/CST3/CSTB/CTSD/CTSH/CTSS/CYBB/CYSTM1/DOK3/DSC1/DSG1/DSP/ENPP4/FCER1G/FOLR3/FPR1/FPR2/GGH/HBB/HP/ILF2/ITGAM/ITGAX/ITGB2/KCNAB2/LAIR1/LGALS3/LILRB2/LTA4H/LYZ/MCEMP1/MMP9/NCKAP1L/NIT2/OLFM4/OLR1/ORM1/OSCAR/PKP1/PLAU/PLD1/PPBP/PRSS3/PTAFR/PTPRB/PTPRN2/PTX3/RAP2B/SERPINB12/SERPINB6/SIGLEC14/SLC11A1/SPTAN1/STOM/TBC1D10C/TCN1/TIMP2/TRPM2	76
CC	GO:0005581	collagen trimer	47/4818	86/19944	0.546511627906977	2.26227229285528	6.62065742076853	1.17365958049334e-09	1.48076717072243e-07	1.2292539816746e-07	C1QA/C1QB/C1QC/C1QL1/C1QL4/C1QTNF2/C1QTNF6/C1QTNF7/CCBE1/COL10A1/COL11A1/COL11A2/COL13A1/COL14A1/COL16A1/COL17A1/COL1A1/COL1A2/COL22A1/COL24A1/COL27A1/COL2A1/COL3A1/COL4A3/COL4A4/COL4A5/COL4A6/COL5A1/COL5A2/COL6A5/COL6A6/COL7A1/COL9A2/COL9A3/COLEC10/COLEC11/COLEC12/CTHRC1/EMILIN2/FCN1/FCN3/GLDN/MARCO/MSR1/SFTPA1/SFTPA2/SFTPD	47
CC	GO:0098857	membrane microdomain	115/4818	293/19944	0.392491467576792	1.62470938757815	6.07975542558158	5.73863980712639e-09	6.20592904856382e-07	5.15183152609692e-07	ABCG2/ADD2/ADGRG1/ADRA1B/AHNAK/AKAP5/AKAP6/ANGPT1/ARC/ATP1A2/BEST1/BMPR2/BTK/CARD11/CAV1/CAV2/CAVIN1/CAVIN2/CBLC/CD177/CD24/CD244/CD36/CD4/CD48/CD55/CDH1/CDH2/CNR1/CR1/CTSD/DLC1/DLG1/DLL1/DPP4/EGFR/EHD2/EMP2/ENO2/EPHB1/ERLIN2/FYN/GAB2/GASK1A/GPC1/GPM6B/HCK/HYAL2/ICAM1/IL6ST/INPP5D/ITGAM/ITGB2/ITLN1/KCND2/KCNQ1/KDR/KIF18A/LAT2/LCP2/LRP4/LRP8/LRRK2/LY6K/LYPD6/MAL/MALL/MLC1/MME/MS4A4A/MYADM/MYO1C/NFAM1/OLR1/P2RX1/PAG1/PECAM1/PGK1/PLLP/PLPP2/PLPP3/PODXL/PROM2/PTGIS/PTPRC/RAP2B/RFTN1/RTN4R/S1PR1/SDCBP/SELE/SELPLG/SERPINH1/SGCA/SLC1A1/SLC2A1/SLC39A6/SLC6A4/SMO/SORBS1/STOM/STOML2/STOML3/STX12/SULF1/SYNJ2/TEK/TEX101/TFPI/TGFBR2/TLR2/TNFRSF1B/TREM2/TUBB/VDAC2	115
CC	GO:0045121	membrane raft	114/4818	291/19944	0.391752577319588	1.62165076838146	6.02899795608519	7.56181950587636e-09	7.1553717074355e-07	5.94000821711603e-07	ABCG2/ADD2/ADGRG1/ADRA1B/AHNAK/AKAP5/AKAP6/ANGPT1/ARC/ATP1A2/BMPR2/BTK/CARD11/CAV1/CAV2/CAVIN1/CAVIN2/CBLC/CD177/CD24/CD244/CD36/CD4/CD48/CD55/CDH1/CDH2/CNR1/CR1/CTSD/DLC1/DLG1/DLL1/DPP4/EGFR/EHD2/EMP2/ENO2/EPHB1/ERLIN2/FYN/GAB2/GASK1A/GPC1/GPM6B/HCK/HYAL2/ICAM1/IL6ST/INPP5D/ITGAM/ITGB2/ITLN1/KCND2/KCNQ1/KDR/KIF18A/LAT2/LCP2/LRP4/LRP8/LRRK2/LY6K/LYPD6/MAL/MALL/MLC1/MME/MS4A4A/MYADM/MYO1C/NFAM1/OLR1/P2RX1/PAG1/PECAM1/PGK1/PLLP/PLPP2/PLPP3/PODXL/PROM2/PTGIS/PTPRC/RAP2B/RFTN1/RTN4R/S1PR1/SDCBP/SELE/SELPLG/SERPINH1/SGCA/SLC1A1/SLC2A1/SLC39A6/SLC6A4/SMO/SORBS1/STOM/STOML2/STOML3/STX12/SULF1/SYNJ2/TEK/TEX101/TFPI/TGFBR2/TLR2/TNFRSF1B/TREM2/TUBB/VDAC2	114
CC	GO:0009897	external side of plasma membrane	145/4818	393/19944	0.368956743002545	1.52728793741028	5.9583528458881	8.58442376328122e-09	7.22045420978209e-07	5.99403624172969e-07	ABCB1/ABCG2/ACE/ACKR3/ACKR4/ADA/ADGRE1/ANPEP/ANTXR2/AQP4/ASGR1/ATP1B2/B2M/BTN3A2/BTN3A3/BTNL9/C17orf99/CA4/CCR1/CCR2/CCRL2/CD163/CD1C/CD1E/CD22/CD24/CD244/CD276/CD33/CD34/CD36/CD4/CD40LG/CD69/CD74/CD83/CD86/CD9/CDH5/CEACAM21/CLEC10A/CLEC14A/CLEC4E/COLEC10/COLEC11/CSF2RA/CSF2RB/CSF3R/CX3CR1/CXCL10/CXCL12/CXCR1/CXCR2/DNAI2/ENG/ENPEP/EPOR/F10/FCER1A/FCER1G/FCGR1A/FCGR2A/FCGR3A/FCGR3B/FCGRT/FCN1/FCN3/FCRL1/FCRL5/FCRL6/FGG/FOLR1/FOLR2/FOLR3/GFRA1/GP1BA/GPIHBP1/GRIA1/GSR/HEG1/HHLA2/HLA-DRB1/HLA-E/HYAL2/ICAM1/IL12RB1/IL12RB2/IL1R1/IL1RL1/IL2RA/IL31RA/IL3RA/IL6R/IL6ST/IL7R/ITGA1/ITGA2/ITGAM/ITGAV/ITGAX/ITGB2/KDR/LDLR/LEPR/LIFR/LILRB1/LRP2/LY6G6C/MCAM/MS4A2/NRCAM/P2RX1/P2RX7/PECAM1/PLAU/PTPRC/RAET1G/RAET1L/ROBO4/RTN4R/S1PR1/SCNN1B/SCNN1G/SCUBE1/SDC1/SELE/SELP/SLAMF9/SLC38A1/SLC4A3/SLC7A5/SPA17/SPN/ST14/TFR2/TFRC/TGFBR2/TGFBR3/THBS1/TLR4/TLR8/TNFRSF18/ULBP2/ULBP3/VTCN1	145
CC	GO:0000775	chromosome, centromeric region	106/4818	267/19944	0.397003745318352	1.64338785733275	5.97331809230124	1.09223434745995e-08	8.26821401027182e-07	6.86383058351148e-07	ACTL6A/AURKA/AURKB/BIRC5/BUB1/BUB1B/BUB3/CBX1/CBX3/CCNB1/CDC20/CDCA5/CDCA8/CDT1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPL/CENPM/CENPN/CENPO/CENPP/CENPQ/CENPU/CENPW/CENPX/CKAP5/DNMT1/DNMT3A/DSCC1/DSN1/DYNC1I1/ERCC6L/ESCO2/EZH2/H2AC4/H2AC8/H2BC11/H4C1/H4C11/H4C12/H4C2/H4C3/H4C4/H4C5/H4C8/H4C9/HELLS/HJURP/IKZF1/INCENP/KAT2B/KIF18A/KIF22/KIF2C/KMT5C/KNL1/KNSTRN/KNTC1/MAD2L1/MIS18A/MTBP/MTCL1/NCAPD2/NCAPD3/NCAPG/NDC80/NDE1/NEK2/NUF2/NUP107/NUP37/NUP43/NUP85/OIP5/PHF6/PLK1/PLK3/POLE3/RANGAP1/RASSF2/RCC2/SGO1/SGO2/SKA1/SKA3/SMARCB1/SMC1B/SMC4/SMC6/SNAI1/SPAG5/SPC24/SPC25/SPDL1/SUV39H1/SUV39H2/SYCP2/TOP2A/TTK/XPO1/ZWILCH/ZWINT	106
CC	GO:0032993	protein-DNA complex	97/4818	241/19944	0.402489626556017	1.66609653632902	5.8714600790876	2.02105328872767e-08	1.28919096944256e-06	1.07021763019844e-06	ACTL6A/BRF2/CDC45/CENPA/DDIT3/DONSON/FOS/GINS1/GINS2/GINS3/GINS4/H1-0/H1-2/H1-3/H1-4/H1-5/H2AC11/H2AC12/H2AC13/H2AC16/H2AC20/H2AC21/H2AC4/H2AC8/H2AX/H2AZ1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H3C1/H3C10/H3C11/H3C12/H3C13/H3C2/H3C3/H3C6/H3C7/H3C8/H4C1/H4C11/H4C12/H4C2/H4C3/H4C4/H4C5/H4C8/H4C9/HMGA2/HOXA11/JUND/JUP/LEF1/MACROH2A2/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MRGBP/NFE2/NKX2-5/NUPR1/PARP1/PCNA/POLA2/POLD1/POLD2/POLR2H/PRIM1/PRIM2/PRKDC/PRPF19/RAG1/RPA3/RUVBL1/SLC5A8/SOX12/TBX5/TGM2/TONSL/WDR18/YEATS4	97
CC	GO:0030139	endocytic vesicle	134/4818	361/19944	0.371191135734072	1.53653715464515	5.80604483536922	2.04363165565532e-08	1.28919096944256e-06	1.07021763019844e-06	ADRB2/AMN/ANG/ANXA3/AP2M1/AREG/ARRB1/ARRB2/ATP6V0D2/AVPR2/B2M/CACNG4/CAMK2B/CAV1/CD163/CD36/CD4/CD74/CD9/CEMIP/CFTR/CLEC4E/CLTCL1/COLEC12/CSF3/CSF3R/CTSS/CYBB/DMBT1/DNM1/DPP4/DRD2/DYSF/EGF/EGFR/EHD1/EHD2/ENTPD7/FCGR1A/FFAR4/FMNL1/FZD4/FZD5/GNLY/GRIA1/HBA1/HBA2/HBB/HBEGF/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-E/HP/HVCN1/HYAL2/HYOU1/IL7R/ITGAV/LDLR/LPAR2/LRP1/LRP2/LRRK2/MARCO/MPEG1/MSR1/MYO1C/NCF1/NCF2/NCF4/NOD1/NOSTRIN/OCLN/PLA2G5/PLD1/PLEKHG5/RAB11FIP1/RAB17/RAB20/RAB38/RAB8B/RAP1A/RAPGEF2/RILP/RIN1/RIN3/ROR2/SAA1/SCARF1/SCGB3A2/SCIMP/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD/SGIP1/SH3GL2/SH3KBP1/SLC11A1/SLC15A2/SLC18A3/SMO/SPHK1/STON2/STX12/STXBP1/SYT1/SYT2/SYT7/TF/TFRC/TGFA/TLR2/TLR7/TYRP1/VAMP2/VIM/WAS/WNT3/WNT3A/WNT5A/WNT5B/WNT6/WNT7A/WNT7B	134
CC	GO:0045178	basal part of cell	121/4818	319/19944	0.379310344827586	1.5701464336325	5.7935334038579	2.39802585053186e-08	1.3963888991174e-06	1.15920763786844e-06	ABCA8/ABCC1/ABCC5/ABCC6/ADCY10/ALPK2/ANK2/AQP1/AQP4/AQP5/AQP9/ATP12A/ATP1B3/ATP2C2/AURKA/BEST1/BMPR2/C5AR1/C5AR2/CA12/CA9/CADM1/CASK/CAV1/CD300LG/CD34/CD81/CDH2/CFTR/CHRM3/CLCA2/CLCN2/CLDN1/DLG1/DSP/DTNB/EDN1/EGFR/EPPK1/FAP/FOLR1/FXYD4/GKN2/GPIHBP1/HOMER3/HPGD/ITGA1/ITGA2/ITGA9/ITGB4/KCNQ1/KRT14/LDLR/LEPR/LIN7A/LRP1/MAP7/MLC1/MUC20/MYO1C/NEDD9/NOD1/OSCP1/P2RY1/PDGFB/PIANP/PLEKHG4B/PLPP3/PROM2/PTH1R/RAB17/RHCG/SCRIB/SCTR/SHROOM4/SLC14A1/SLC16A1/SLC16A5/SLC16A6/SLC16A8/SLC19A1/SLC1A5/SLC22A1/SLC22A3/SLC22A4/SLC26A6/SLC27A5/SLC29A4/SLC2A1/SLC38A1/SLC39A8/SLC3A2/SLC40A1/SLC43A2/SLC43A3/SLC4A11/SLC4A4/SLC51A/SLC51B/SLC5A6/SLC6A12/SLC7A1/SLC7A5/SLC7A7/SLC7A8/SLC9A4/SLCO1B3/SLCO2A1/SLCO2B1/SLCO4C1/SPEF1/ST14/STX2/TACSTD2/TEK/TF/TFRC/TGFA/TGFBR3/TJP1/VANGL2	121
CC	GO:0045334	clathrin-coated endocytic vesicle	47/4818	94/19944	0.5	2.06973848069738	5.86715935767048	4.94985856267488e-08	2.67645923710349e-06	2.22185380595256e-06	ADRB2/AP2M1/AREG/AVPR2/CD4/CD74/CD9/CEMIP/CFTR/CLTCL1/EGF/EGFR/FCGR1A/FZD4/FZD5/HBEGF/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/IL7R/LDLR/LRP2/ROR2/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD/SGIP1/SH3GL2/SLC18A3/STON2/SYT1/SYT2/TF/TFRC/TGFA/TYRP1/VAMP2/WNT5A	47
